# {
#     "changing_threshold": 0.2,
#     "command": "/g100/home/userexternal/xdhori00/.conda/envs/majiq/bin/voila tsv --threshold 0.2 -j 30 output/splicegraph.sql output/oocyte-cumulus.deltapsi.voila -f ../output_tsv/PRJNA649934_voila.tsv",
#     "group_sizes": {
#         "cumulus": 4,
#         "oocyte": 6
#     },
#     "non_changing_threshold": 0.05,
#     "voila_version": "2.4.dev102+g2cae1507"
# }
gene_name	gene_id	lsv_id	mean_dpsi_per_lsv_junction	probability_changing	probability_non_changing	oocyte_mean_psi	cumulus_mean_psi	lsv_type	num_junctions	num_exons	de_novo_junctions	seqid	strand	junctions_coords	exons_coords	ir_coords	ucsc_lsv_link
PARL	ENSG00000175193.14	ENSG00000175193.14:s:183840570-183840640	-0.2310;0.1988;0.0027	7.230e-01;4.876e-01;6.282e-21	1.748e-06;2.796e-05;8.995e-01	0.9853;0.0085;0.0062	0.7516;0.2245;0.0340	s|1e1.1o1|1e2.1o1|1e3.1o1	3	4	0;0;0	chr3	-	183833825-183840570;183833589-183840570;183829709-183840570	183829271-183829709;183833492-183833589;183833724-183833825;183840570-183840640		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr3%3A183840640-183829271
NGRN	ENSG00000182768.9	ENSG00000182768.9:s:90265659-90265876	-0.7370;0.7370	1.000e+00;1.000e+00	0.000e+00;1.098e-20	0.8811;0.1189	0.1630;0.8370	s|1e1.1o1|i	2	2	0;0	chr15	+	90265876-90266288;90265877-90266287	90265659-90265876;90266288-90266398	90265877-90266287	http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr15%3A90266398-90265659
CMKLR2	ENSG00000183671.13	ENSG00000183671.13:s:206213307-206213425	-0.2585;-0.0006;0.2746	8.023e-01;9.728e-08;8.616e-01	3.207e-05;8.928e-01;7.986e-05	0.2939;0.0221;0.6874	0.0040;0.0170;0.9787	s|1e1.1o1|1e2.1o1|1e3.1o1	3	4	1;0;0	chr2	-	206207057-206213307;206203948-206213307;206177275-206213307	na-206207057;206175316-206177275;206203894-206203948;206213307-206213425		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr2%3A206213425-206175316
ZNF107	ENSG00000196247.13	ENSG00000196247.13:s:64666099-64666285	0.0070;-0.2185;0.2115	4.058e-04;5.568e-01;5.340e-01	7.272e-01;8.133e-03;6.852e-03	0.0227;0.9469;0.0308	0.0288;0.7180;0.2597	s|1e1.1o1|1e2.1o1|1e3.1o1	3	4	0;0;0	chr7	+	64666285-64669037;64666285-64679177;64666285-64691248	64666099-64666285;64669037-64669178;64679177-64679336;64691145-64691374		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr7%3A64691374-64666099
ILRUN	ENSG00000196821.10	ENSG00000196821.10:s:34606555-34606904	-0.4519;0.4519	9.807e-01;9.807e-01	5.002e-05;5.002e-05	0.5671;0.4329	0.1023;0.8977	s|1e1.1o1|1e2.1o1	2	3	1;0	chr6	-	34595948-34606555;34590600-34606555	na-34595948;34587288-34590600;34606555-34606904		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr6%3A34606904-34587288
ZNF677	ENSG00000197928.11	ENSG00000197928.11:s:53243333-53244011	0.0130;0.0835;-0.3814;0.2412	7.038e-03;4.473e-02;9.959e-01;6.850e-01	3.596e-01;1.126e-01;1.027e-07;3.315e-03	0.2016;0.0367;0.4284;0.3292	0.2222;0.1433;0.0478;0.5784	s|1e1.1o2|1e1.2o2|1e2.1o1|1e3.1o1	4	4	0;0;0;0	chr19	-	53242440-53243744;53242330-53243744;53241865-53243744;53238557-53243744	53235381-53238557;53238597-53241865;53241924-53242440;53243333-53244011		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr19%3A53244011-53235381
BAZ1A	ENSG00000198604.11	ENSG00000198604.11:s:34792775-34792921	0.7269;-0.7269	1.000e+00;1.000e+00	6.654e-20;0.000e+00	0.1919;0.8081	0.8939;0.1061	s|1e1.1o1|1e2.1o1	2	3	0;0	chr14	-	34786221-34792775;34786001-34792775	34785777-34786091;34786126-34786601;34792775-34792921		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr14%3A34792921-34785777
BAZ1A	ENSG00000198604.11	ENSG00000198604.11:t:34785777-34786091	-0.6661;0.6661	1.000e+00;1.000e+00	0.000e+00;3.776e-15	0.7627;0.2373	0.1066;0.8934	t|1e1.1o1|1e2.1o1	2	3	0;0	chr14	-	34786001-34792775;34786001-34786126	34785777-34786091;34786126-34786601;34792775-34792921		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr14%3A34792921-34785777
HMGN1	ENSG00000205581.11	ENSG00000205581.11:t:39348545-39348862	-0.3919;-0.0000;0.3943	9.989e-01;5.488e-21;9.990e-01	1.443e-15;1.000e+00;2.088e-20	0.4179;0.0023;0.5800	0.0004;0.0004;0.9993	t|1e1.1o1|1e2.1o1|1e3.1o1	3	4	0;0;0	chr21	-	39348577-39349460;39348577-39349291;39348577-39348903	39348545-39348862;39348903-39349140;39349291-39349344;39349460-39349647		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr21%3A39349647-39348545
ZNF433-AS1	ENSG00000219665.8	ENSG00000219665.8:s:11987617-11987823	-0.0251;-0.2378;0.3442;-0.0074	6.549e-06;7.663e-01;9.929e-01;5.395e-07	5.240e-01;4.194e-05;2.330e-06;7.682e-01	0.0670;0.2582;0.6251;0.0449	0.0056;0.0056;0.9833;0.0056	s|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1	4	5	0;1;0;0	chr19	+	11987823-11990169;11987823-12001130;11987823-12001774;11987823-12035554	11987617-11987823;11990169-11990381;12001130-12001256;12001774-12001822;12035554-12035772		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr19%3A12035772-11987617
ZNF433-AS1	ENSG00000219665.8	ENSG00000219665.8:t:12001774-12001822	0.2627;-0.0544;-0.1729	8.582e-01;7.691e-04;3.001e-01	1.295e-04;2.713e-01;2.722e-03	0.7029;0.0955;0.1984	0.9852;0.0074;0.0074	t|1e1.1o1|1e2.1o1|1e3.1o1	3	4	0;0;1	chr19	+	11987823-12001774;11990381-12001774;12001256-12001774	11987617-11987823;11990169-11990381;12001130-12001256;12001774-12001822		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr19%3A12001822-11987617
SLC12A8	ENSG00000221955.11	ENSG00000221955.11:t:125110189-125110718	-0.0000;0.9301;-0.9739;0.0239	4.949e-10;1.000e+00;1.000e+00;3.657e-05	9.987e-01;2.712e-21;0.000e+00;4.776e-01	0.0033;0.0033;0.9900;0.0033	0.0018;0.9334;0.0018;0.0635	t|1e1.1o1|1e2.1o1|1e3.1o1|i	4	4	0;0;1;1	chr3	-	125110335-125135669;125110335-125118769;125110335-125116071;125110719-125118768	125110189-125110718;125116071-na;125118769-125119144;125135669-125135782	125110719-125118768	http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr3%3A125135782-125110189
COSMOC	ENSG00000260552.3	ENSG00000260552.3:t:36179996-36180390	0.7585;-0.7585	1.000e+00;1.000e+00	2.408e-20;0.000e+00	0.1616;0.8384	0.9062;0.0938	t|1e1.1o1|1e2.1o1	2	3	0;0	chr18	-	36180390-36187235;36180390-36186680	36179996-36180390;36186680-36186797;36186985-36187475		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr18%3A36187475-36179996
ZNF595	ENSG00000272602.6	ENSG00000272602.6:s:60058-60514	0.2106;-0.2106	5.642e-01;5.642e-01	6.775e-03;6.775e-03	0.1401;0.8599	0.3636;0.6364	s|1e1.1o1|1e2.1o1	2	3	0;0	chr4	+	60153-67840;60153-85731	60058-60514;67840-68500;85731-88208		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr4%3A88208-60058
IFT88	ENSG00000032742.18	ENSG00000032742.18:s:20582957-20583019	-0.2364;0.2364	7.226e-01;7.226e-01	3.704e-05;3.704e-05	0.9918;0.0082	0.7303;0.2697	s|1e1.1o1|1e2.1o1	2	3	0;1	chr13	+	20583019-20589811;20583019-20590967	20582957-20583019;20589811-20589867;20590967-20591020		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr13%3A20591020-20582957
IFT88	ENSG00000032742.18	ENSG00000032742.18:t:20590967-20591020	0.2601;-0.2601	8.305e-01;8.305e-01	6.575e-06;6.575e-06	0.0082;0.9918	0.2928;0.7072	t|1e1.1o1|1e2.1o1	2	3	1;0	chr13	+	20583019-20590967;20589867-20590967	20582957-20583019;20589811-20589867;20590967-20591020		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr13%3A20591020-20582957
GEMIN8	ENSG00000046647.14	ENSG00000046647.14:s:14020078-14020587	-0.2764;0.2764	9.559e-01;9.559e-01	1.017e-12;1.706e-12	0.3034;0.6966	0.0028;0.9972	s|1e1.1o1|1e2.1o1	2	3	0;0	chrX	-	14014536-14020078;14009169-14020078	14006726-14009169;14014208-14014536;14020078-14020587		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chrX%3A14020587-14006726
ATP6V1H	ENSG00000047249.18	ENSG00000047249.18:s:53814662-53814766	0.4871;-0.4871	9.996e-01;9.996e-01	1.958e-09;2.021e-09	0.4418;0.5582	0.9316;0.0684	s|1e1.1o1|1e2.1o1	2	3	0;0	chr8	-	53811217-53814662;53801896-53814662	53801799-53801896;53811164-53811217;53814662-53814766		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr8%3A53814766-53801799
ATP6V1H	ENSG00000047249.18	ENSG00000047249.18:t:53801799-53801896	-0.4611;0.4619;-0.0000	9.983e-01;9.983e-01;5.491e-21	5.544e-08;5.554e-08;9.994e-01	0.5336;0.4632;0.0034	0.0755;0.9220;0.0025	t|1e1.1o1|1e2.1o1|1e3.1o1	3	4	0;0;0	chr8	-	53801896-53814662;53801896-53811164;53801896-53806742	53801799-53801896;53806742-53806858;53811164-53811217;53814662-53814766		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr8%3A53814766-53801799
MARK3	ENSG00000075413.19	ENSG00000075413.19:s:103491539-103492034	0.1529;0.0000;0.0151;-0.2054	2.037e-01;5.489e-21;5.958e-05;5.225e-01	1.247e-02;9.998e-01;5.777e-01;1.869e-03	0.0009;0.0009;0.0357;0.9625	0.1796;0.0023;0.0553;0.7603	s|1e1.2o2|1e2.1o1|1e3.1o1|1e4.1o1	4	5	0;0;0;0	chr14	+	103492034-103498502;103492034-103498827;103492034-103500156;103492034-103502882	103491539-103492034;103494732-103498528;103498827-103498901;103500156-103500200;103502882-103503831		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr14%3A103503831-103491539
MARK3	ENSG00000075413.19	ENSG00000075413.19:t:103448919-103448967	0.0025;0.9044;0.0000;0.0011;0.0000;-0.9314	7.030e-07;1.000e+00;2.111e-10;1.736e-07;2.111e-10;1.000e+00	9.004e-01;3.841e-21;9.995e-01;9.508e-01;9.995e-01;0.000e+00	0.0002;0.0613;0.0002;0.0002;0.0002;0.9378	0.0266;0.9507;0.0020;0.0141;0.0020;0.0020	t|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1|1e5.1o1|1e6.1o1	6	7	0;0;0;0;0;1	chr14	+	103405267-103448919;103428440-103448919;103429373-103448919;103438333-103448919;103441563-103448919;103444798-103448919	na-103444798;103405076-103405267;103428387-103428440;103429193-103429373;103438021-103438333;103441470-103441563;103448919-103448967		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr14%3A103448967-103405076
MCAT	ENSG00000100294.13	ENSG00000100294.13:s:43140830-43141249	-0.2424;0.2424	6.794e-01;6.794e-01	4.048e-03;4.048e-03	0.8271;0.1729	0.5593;0.4407	s|1e1.1o1|1e2.1o1	2	3	0;0	chr22	-	43137298-43141162;43133486-43141162	43132209-43133486;43137081-43137298;43140830-43141249		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr22%3A43141249-43132209
MCAT	ENSG00000100294.13	ENSG00000100294.13:t:43132209-43133486	0.2411;-0.2411	6.699e-01;6.699e-01	4.565e-03;4.565e-03	0.1276;0.8724	0.3932;0.6068	t|1e1.1o1|1e2.1o1	2	3	0;0	chr22	-	43133486-43141162;43133486-43137081	43132209-43133486;43137081-43137298;43140830-43141249		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr22%3A43141249-43132209
DESI1	ENSG00000100418.8	ENSG00000100418.8:s:41602975-41603381	-0.2522;0.2522	7.500e-01;7.500e-01	7.414e-05;7.414e-05	0.2865;0.7135	0.0065;0.9935	s|1e1.1o1|1e2.1o1	2	3	0;0	chr22	-	41602783-41603259;41601190-41603259	41598028-41601190;41602001-41602783;41602975-41603381		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr22%3A41603381-41598028
DHRS12	ENSG00000102796.12	ENSG00000102796.12:s:51790011-51790092	-0.4560;0.4560	9.964e-01;9.964e-01	3.195e-07;3.197e-07	0.4915;0.5085	0.0214;0.9786	s|1e1.1o1|1e2.1o1	2	3	1;0	chr13	-	51789773-51790011;51777121-51790011	na-51789773;51777060-51777121;51790011-51790092		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr13%3A51790092-51777060
SNAPC2	ENSG00000104976.13	ENSG00000104976.13:t:7921318-7921542	-0.2946;-0.0000;0.2966;-0.0000	7.892e-01;2.095e-08;7.948e-01;2.095e-08	2.610e-03;9.951e-01;2.486e-03;9.951e-01	0.8810;0.0041;0.1105;0.0041	0.5600;0.0036;0.4330;0.0036	t|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1	4	5	0;0;0;0	chr19	+	7920549-7921423;7920864-7921423;7921119-7921423;7921240-7921423	7920338-7920549;7920837-7920864;7921013-7921119;7921159-7921240;7921318-7921542		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr19%3A7921542-7920338
EPC1	ENSG00000120616.16	ENSG00000120616.16:s:32346763-32347218	0.0905;0.0836;-0.2109	7.139e-03;1.250e-03;5.793e-01	1.056e-01;1.162e-01;9.776e-05	0.0003;0.0333;0.9663	0.1202;0.1200;0.7612	s|1e1.1o2|1e1.2o2|1e2.1o1	3	3	0;0;0	chr10	-	32345623-32346763;32345562-32346763;32305931-32346763	32305772-32305931;32345112-32345623;32346763-32347218		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr10%3A32347218-32305772
EPC1	ENSG00000120616.16	ENSG00000120616.16:t:32305772-32305931	0.2915;-0.2915	9.507e-01;9.507e-01	5.018e-09;5.008e-09	0.0005;0.9995	0.3118;0.6882	t|1e1.1o1|1e2.1o1	2	3	0;0	chr10	-	32305931-32378491;32305931-32346763	32305772-32305931;32346763-32347218;32378491-32378798		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr10%3A32378798-32305772
HNRNPA2B1	ENSG00000122566.22	ENSG00000122566.22:s:26200572-26201529	0.2008;-0.2008	5.400e-01;5.400e-01	4.568e-13;1.385e-12	0.0369;0.9631	0.2259;0.7741	s|1e1.1o1|1e2.1o1	2	3	0;0	chr7	-	26197866-26200572;26197732-26200572	26197622-26197732;26197831-26197866;26200572-26201529		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr7%3A26201529-26197622
HNRNPA2B1	ENSG00000122566.22	ENSG00000122566.22:t:26190993-26191128	-0.5760;-0.0000;0.0355;0.5100	1.000e+00;5.226e-21;2.131e-20;1.000e+00	0.000e+00;1.000e+00;5.090e-01;1.749e-20	0.9954;0.0015;0.0015;0.0015	0.4108;0.0003;0.0630;0.5219	t|1e1.1o1|1e2.1o1|1e3.1o1|i	4	4	0;0;0;0	chr7	-	26191128-26192495;26191128-26192301;26191128-26191422;26191129-26191421	26190993-26191128;26191422-26192124;26192301-26192338;26192495-26192577	26191129-26191421	http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr7%3A26192577-26190993
ORMDL1	ENSG00000128699.14	ENSG00000128699.14:t:189782422-189782602	-0.2853;0.2853	9.529e-01;9.529e-01	1.791e-08;1.790e-08	0.7937;0.2063	0.5089;0.4911	t|1e1.1o1|1e2.1o1	2	3	0;0	chr2	-	189782602-189784269;189782602-189783014	189782422-189782602;189783014-189783573;189784269-189784364		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr2%3A189784364-189782422
SERGEF	ENSG00000129158.11	ENSG00000129158.11:s:17878208-17878244	-0.0004;-0.1567;-0.5402;0.7406	7.416e-06;1.757e-01;9.990e-01;1.000e+00	9.454e-01;4.182e-03;1.505e-06;3.867e-10	0.0164;0.1899;0.5820;0.2135	0.0081;0.0081;0.0357;0.9500	s|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1	4	5	0;1;0;0	chr11	-	17877997-17878208;17874477-17878208;17846761-17878208;17788413-17878208	17788048-17788413;17846562-17846761;17874220-17874477;17877847-17877997;17878208-17878244		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr11%3A17878244-17788048
RTN4IP1	ENSG00000130347.13	ENSG00000130347.13:t:106570771-106572103	-0.4840;0.0296;0.4145	1.000e+00;2.432e-05;9.990e-01	0.000e+00;4.717e-01;1.228e-19	0.9985;0.0007;0.0007	0.4964;0.0620;0.4337	t|1e1.1o1|1e2.1o1|1e3.1o1	3	4	0;1;0	chr6	-	106572103-106583328;106572103-106572461;106572103-106572331	106570771-106572103;106572331-106572411;106572461-na;106583328-106583631		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr6%3A106583631-106570771
RTN4IP1	ENSG00000130347.13	ENSG00000130347.13:t:106583328-106583631	0.0000;-0.4327;0.4277	5.286e-10;9.989e-01;9.986e-01	9.982e-01;0.000e+00;4.196e-12	0.0042;0.9952;0.0006	0.0044;0.5582;0.4367	t|1e1.1o1|1e2.1o1|1e3.1o1	3	4	0;0;1	chr6	-	106583420-106619202;106583420-106587679;106583420-106586895	106583328-106583631;106586895-na;106587679-106587862;106619202-106619326		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr6%3A106619326-106583328
DNMT1	ENSG00000130816.17	ENSG00000130816.17:t:10182041-10182077	0.0000;0.0000;-0.8055;0.0000;-0.0509;-0.0827;0.9720;0.0000;0.0000	5.729e-09;5.729e-09;1.000e+00;5.729e-09;4.273e-10;2.352e-11;1.000e+00;5.729e-09;5.729e-09	9.988e-01;9.988e-01;0.000e+00;9.988e-01;4.756e-01;1.136e-01;1.546e-21;9.988e-01;9.988e-01	0.0000;0.0000;0.8088;0.0137;0.0737;0.1040;0.0009;0.0000;0.0000	0.0019;0.0019;0.0019;0.0019;0.0019;0.0019;0.9851;0.0019;0.0019	t|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1|1e5.1o1|1e6.1o1|1e7.1o1|1e8.1o1|1e9.1o1	9	10	0;0;1;1;1;0;0;0;0	chr19	-	10182077-10231204;10182077-10218752;10182077-10210562;10182077-10210558;10182077-10210363;10182077-10200874;10182077-10194820;10182077-10194533;10182077-10184323	10182041-10182077;10184323-10184559;10194533-10194626;10194820-10195135;10200874-10201017;10210363-na;10210558-na;10210562-na;10218752-10218869;10231204-10231286		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr19%3A10231286-10182041
TAOK3	ENSG00000135090.14	ENSG00000135090.14:t:118266655-118266759	0.7107;-0.0368;-0.6185;0.0025;-0.0163;-0.0003;0.0365	1.000e+00;4.219e-05;1.000e+00;1.918e-04;1.877e-06;5.319e-07;2.107e-02	6.459e-11;3.921e-01;1.653e-12;8.084e-01;6.039e-01;9.745e-01;2.967e-01	0.1755;0.0748;0.6236;0.0199;0.0488;0.0183;0.0232	0.8654;0.0036;0.0036;0.0248;0.0036;0.0036;0.0911	t|1e1.1o1|1e2.1o2|1e2.2o2|1e3.1o1|1e4.1o1|1e5.1o1|1e6.1o1	7	7	0;0;0;0;0;0;0	chr12	-	118266759-118372648;118266759-118359521;118266759-118359506;118266759-118358919;118266759-118296942;118266759-118295240;118266759-118283605	118266655-118266759;118283605-118283702;118295240-118295381;118296942-118297163;118358919-118359166;118359506-118359720;118372648-118372907		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr12%3A118372907-118266655
PPIL1	ENSG00000137168.8	ENSG00000137168.8:t:36856586-36856654	0.8838;-0.7429;-0.0517;0.0000;-0.0349	1.000e+00;1.000e+00;2.258e-20;5.487e-21;1.699e-20	4.692e-21;0.000e+00;4.527e-01;1.000e+00;5.264e-01	0.1112;0.7515;0.0782;0.0002;0.0619	0.9884;0.0006;0.0006;0.0006;0.0097	t|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1|1e5.1o1	5	6	0;1;1;0;1	chr6	-	36856654-36871718;36856654-36863799;36856654-36863719;36856654-36858565;36856654-36858109	36856586-36856654;36858109-36858224;36858565-36858635;36863719-na;36863799-na;36871718-36871872		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr6%3A36871872-36856586
PPP2R1B	ENSG00000137713.16	ENSG00000137713.16:s:111742053-111742144	0.3095;-0.3095	9.712e-01;9.712e-01	2.470e-06;2.470e-06	0.6593;0.3407	0.9796;0.0204	s|1e1.1o1|1e2.1o1	2	3	0;0	chr11	-	111741612-111742053;111737569-111742053	111737448-111737569;111737877-111741612;111742053-111742144		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr11%3A111742144-111737448
SAE1	ENSG00000142230.13	ENSG00000142230.13:t:47143494-47143605	-0.0000;-0.5505;0.5402;0.0051;-0.0000;-0.0000	5.489e-21;1.000e+00;1.000e+00;2.873e-06;5.489e-21;5.489e-21	9.998e-01;0.000e+00;4.891e-12;8.119e-01;9.998e-01;9.998e-01	0.0015;0.5661;0.4276;0.0015;0.0015;0.0015	0.0015;0.0015;0.9655;0.0285;0.0015;0.0015	t|1e1.1o1|1e2.1o1|1e3.1o2|1e3.2o2|1e4.1o1|1e5.1o1	6	6	0;0;0;0;0;0	chr19	+	47125330-47143494;47130858-47143494;47131028-47143494;47131112-47143494;47135605-47143494;47142611-47143494	47125096-47125330;47130782-47130858;47130859-47131112;47135528-47135605;47142511-47142611;47143494-47143605		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr19%3A47143605-47125096
FARS2	ENSG00000145982.13	ENSG00000145982.13:s:5431041-5431172	-0.1611;-0.2555;0.4573	2.558e-01;7.969e-01;9.983e-01	9.235e-03;2.330e-04;1.117e-06	0.1941;0.2894;0.5081	0.0101;0.0101;0.9798	s|1e1.1o1|1e2.1o1|1e3.1o1	3	4	0;1;0	chr6	+	5431172-5431669;5431172-5466559;5431172-5545180	5431041-5431172;5431669-5431810;5466559-na;5545180-5545340		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr6%3A5545340-5431041
RSU1	ENSG00000148484.18	ENSG00000148484.18:s:16752539-16752653	-0.0539;-0.1651;0.2500	2.237e-07;1.915e-01;8.745e-01	3.433e-01;4.965e-05;2.616e-20	0.0805;0.1925;0.7270	0.0003;0.0012;0.9985	s|1e1.1o1|1e2.1o1|1e3.1o1	3	4	0;1;0	chr10	-	16727157-16752539;16721284-16752539;16695155-16752539	na-16721284;16695023-16695155;16727031-16727157;16752539-16752653		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr10%3A16752653-16695023
RSU1	ENSG00000148484.18	ENSG00000148484.18:s:16782034-16782084	-0.0036;-0.1864;0.2276	6.681e-21;3.775e-01;7.695e-01	8.708e-01;6.771e-12;2.706e-20	0.0426;0.2083;0.7505	0.0003;0.0003;0.9994	s|1e1.1o1|1e2.1o1|1e3.1o1	3	4	1;1;0	chr10	-	16781158-16782034;16776175-16782034;16764510-16782034	na-16776175;na-16781158;16764390-16764510;16782034-16782084		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr10%3A16782084-16764390
MIA2	ENSG00000150527.18	ENSG00000150527.18:t:39276226-39277065	-0.2149;0.0000;0.0034;-0.0001;-0.4541;-0.0247;0.7401	6.479e-01;5.488e-21;6.685e-07;5.512e-21;1.000e+00;9.689e-09;1.000e+00	5.447e-08;9.999e-01;8.695e-01;9.967e-01;4.108e-15;5.642e-01;1.034e-20	0.2413;0.0003;0.0044;0.0204;0.4735;0.0614;0.2009	0.0014;0.0014;0.0301;0.0014;0.0207;0.0215;0.9233	t|1e3.3o3|2e1.1o1|2e2.1o1|2e3.1o3|2e3.2o3|2e4.1o1|2e5.1o1	7	6	1;0;0;0;1;0;0	chr14	+	39266789-39276930;39253171-39276934;39265421-39276934;39266527-39276934;39266732-39276934;39267189-39276934;39267522-39276934	39253071-39253639;39265284-39265421;39265968-39266789;39267086-39267189;39267246-39267522;39276226-39277065		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr14%3A39277065-39253071
ADK	ENSG00000156110.15	ENSG00000156110.15:t:74200764-74200838	0.3954;0.0000;-0.3979	1.000e+00;5.487e-21;1.000e+00	2.136e-20;1.000e+00;0.000e+00	0.0266;0.0009;0.9725	0.4146;0.0027;0.5848	t|1e1.1o1|1e2.1o1|1e3.1o1	3	4	0;0;0	chr10	+	74151343-74200764;74174618-74200764;74176886-74200764	74151202-74151343;74174416-74174618;74176551-74176886;74200764-74200838		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr10%3A74200838-74151202
U2AF1L4	ENSG00000161265.15	ENSG00000161265.15:t:35742464-35742803	-0.2006;0.1460;-0.0004;0.0455	5.025e-01;2.468e-01;5.633e-21;5.788e-04	5.614e-03;2.868e-02;9.811e-01;3.152e-01	0.7965;0.1678;0.0224;0.0132	0.5939;0.3270;0.0018;0.0809	t|1e1.1o1|1e2.1o1|2e1.1o1|2e2.1o1	4	3	0;0;0;0	chr19	-	35742803-35743809;35742803-35743155;35742619-35743809;35742619-35743155	35742464-35742803;35743011-35743208;35743809-35743904		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr19%3A35743904-35742464
U2AF1L4	ENSG00000161265.15	ENSG00000161265.15:t:35744323-35744421	0.3175;-0.1153;-0.1408	8.816e-01;2.319e-01;2.935e-01	1.696e-04;6.071e-02;3.669e-02	0.0649;0.6289;0.3134	0.3921;0.4681;0.1413	t|1e1.1o1|1e2.1o1|1e3.1o1	3	4	0;0;0	chr19	-	35744421-35745125;35744421-35744626;35744421-35744491	35744323-35744421;35744491-35744563;35744626-35744660;35745125-35745212		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr19%3A35745212-35744323
PDPN	ENSG00000162493.17	ENSG00000162493.17:s:13583465-13584188	0.0000;-0.2000;0.0000;0.2129;0.0000	5.487e-21;5.374e-01;5.487e-21;6.590e-01;5.487e-21	1.000e+00;4.493e-08;1.000e+00;1.242e-09;1.000e+00	0.0164;0.2195;0.0034;0.7629;0.0001	0.0013;0.0074;0.0013;0.9889;0.0013	s|1e1.1o2|1e1.2o2|1e2.1o1|1e3.1o1|2e3.1o1	5	4	1;1;0;0;0	chr1	+	13584100-13585508;13584100-13585593;13584100-13595827;13584100-13607173;13584188-13607173	13583465-13584188;13585461-13585714;13595827-13595984;13607173-13607306		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr1%3A13607306-13583465
