#miRNA	read_count	precursor	total	cc1	cc2	cc3	mm1	mm2	mm3	cc1(norm)	cc2(norm)	cc3(norm)	mm1(norm)	mm2(norm)	mm3(norm)
hsa-miR-6799-5p	3.00	hsa-mir-6799	3.00	3.00	0	0	0	0	0	1.93	0	0	0	0	0
hsa-miR-6799-3p	0.00	hsa-mir-6799	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6800-3p	4.00	hsa-mir-6800	4.00	1.00	2.00	0	0	1.00	0	0.64	0.79	0	0	0.49	0
hsa-miR-6800-5p	0.00	hsa-mir-6800	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6801-5p	0.00	hsa-mir-6801	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6801-3p	2.00	hsa-mir-6801	2.00	0	1.00	0	1.00	0	0	0	0.40	0	0.23	0	0
hsa-miR-6802-3p	1.00	hsa-mir-6802	1.00	0	0	0	1.00	0	0	0	0	0	0.23	0	0
hsa-miR-6802-5p	1.00	hsa-mir-6802	1.00	0	0	0	1.00	0	0	0	0	0	0.23	0	0
hsa-miR-6803-3p	1.00	hsa-mir-6803	1.00	0	1.00	0	0	0	0	0	0.40	0	0	0	0
hsa-miR-6803-5p	0.00	hsa-mir-6803	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6804-3p	0.00	hsa-mir-6804	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6804-5p	0.00	hsa-mir-6804	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6805-3p	0.00	hsa-mir-6805	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6805-5p	0.00	hsa-mir-6805	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6806-5p	0.00	hsa-mir-6806	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6806-3p	0.00	hsa-mir-6806	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6807-5p	4.00	hsa-mir-6807	4.00	0	2.00	1.00	0	0	1.00	0	0.79	1.52	0	0	0.50
hsa-miR-6807-3p	0.00	hsa-mir-6807	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6808-3p	0.00	hsa-mir-6808	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6808-5p	0.00	hsa-mir-6808	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6809-3p	0.00	hsa-mir-6809	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6809-5p	3.00	hsa-mir-6809	3.00	0	2.00	0	0	0	1.00	0	0.79	0	0	0	0.50
hsa-miR-6810-5p	0.00	hsa-mir-6810	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6810-3p	0.00	hsa-mir-6810	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6811-5p	0.00	hsa-mir-6811	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6811-3p	0.00	hsa-mir-6811	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6812-3p	0.00	hsa-mir-6812	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6812-5p	1.00	hsa-mir-6812	1.00	0	1.00	0	0	0	0	0	0.40	0	0	0	0
hsa-miR-6813-3p	0.00	hsa-mir-6813	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6813-5p	0.00	hsa-mir-6813	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6814-5p	0.00	hsa-mir-6814	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6814-3p	0.00	hsa-mir-6814	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6815-5p	1.00	hsa-mir-6815	1.00	0	0	0	1.00	0	0	0	0	0	0.23	0	0
hsa-miR-6815-3p	0.00	hsa-mir-6815	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6816-5p	0.00	hsa-mir-6816	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6816-3p	0.00	hsa-mir-6816	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6817-3p	0.00	hsa-mir-6817	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6817-5p	0.00	hsa-mir-6817	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6818-3p	0.00	hsa-mir-6818	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6818-5p	7.00	hsa-mir-6818	7.00	0	2.00	0	3.00	2.00	0	0	0.79	0	0.68	0.99	0
hsa-miR-6819-5p	0.00	hsa-mir-6819	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6819-3p	0.00	hsa-mir-6819	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6820-5p	1.00	hsa-mir-6820	1.00	0	0	0	1.00	0	0	0	0	0	0.23	0	0
hsa-miR-6820-3p	2.00	hsa-mir-6820	2.00	0	2.00	0	0	0	0	0	0.79	0	0	0	0
hsa-miR-6821-3p	0.00	hsa-mir-6821	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6821-5p	0.00	hsa-mir-6821	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6822-3p	0.00	hsa-mir-6822	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6822-5p	0.00	hsa-mir-6822	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6823-3p	0.00	hsa-mir-6823	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6823-5p	0.00	hsa-mir-6823	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6824-5p	1.00	hsa-mir-6824	1.00	0	0	1.00	0	0	0	0	0	1.52	0	0	0
hsa-miR-6824-3p	0.00	hsa-mir-6824	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6825-3p	0.00	hsa-mir-6825	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6825-5p	0.00	hsa-mir-6825	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6826-3p	0.00	hsa-mir-6826	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6826-5p	0.00	hsa-mir-6826	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6827-3p	0.00	hsa-mir-6827	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6827-5p	1.00	hsa-mir-6827	1.00	0	1.00	0	0	0	0	0	0.40	0	0	0	0
hsa-miR-6828-5p	1.00	hsa-mir-6828	1.00	0	1.00	0	0	0	0	0	0.40	0	0	0	0
hsa-miR-6828-3p	0.00	hsa-mir-6828	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6829-3p	0.00	hsa-mir-6829	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6829-5p	0.00	hsa-mir-6829	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6830-5p	0.00	hsa-mir-6830	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6830-3p	0.00	hsa-mir-6830	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6831-3p	0.00	hsa-mir-6831	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6831-5p	0.00	hsa-mir-6831	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6832-5p	0.00	hsa-mir-6832	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6832-3p	0.00	hsa-mir-6832	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6833-3p	0.00	hsa-mir-6833	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6833-5p	2.00	hsa-mir-6833	2.00	1.00	0	0	1.00	0	0	0.64	0	0	0.23	0	0
hsa-miR-6834-3p	0.00	hsa-mir-6834	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6834-5p	0.00	hsa-mir-6834	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6835-3p	0.00	hsa-mir-6835	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6835-5p	0.00	hsa-mir-6835	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6836-3p	0.00	hsa-mir-6836	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6836-5p	1.00	hsa-mir-6836	1.00	0	0	0	1.00	0	0	0	0	0	0.23	0	0
hsa-miR-6837-3p	1.00	hsa-mir-6837	1.00	0	1.00	0	0	0	0	0	0.40	0	0	0	0
hsa-miR-6837-5p	0.00	hsa-mir-6837	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6838-5p	1.00	hsa-mir-6838	1.00	0	0	0	1.00	0	0	0	0	0	0.23	0	0
hsa-miR-6838-3p	0.00	hsa-mir-6838	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6839-3p	0.00	hsa-mir-6839	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6839-5p	0.00	hsa-mir-6839	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6840-3p	0.00	hsa-mir-6840	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6840-5p	2.00	hsa-mir-6840	2.00	0	0	1.00	1.00	0	0	0	0	1.52	0.23	0	0
hsa-miR-6841-3p	0.00	hsa-mir-6841	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6841-5p	0.00	hsa-mir-6841	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6842-5p	0.00	hsa-mir-6842	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6842-3p	5.00	hsa-mir-6842	5.00	0	2.00	0	3.00	0	0	0	0.79	0	0.68	0	0
hsa-miR-6843-3p	0.00	hsa-mir-6843	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6844	0.00	hsa-mir-6844	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6845-5p	0.00	hsa-mir-6845	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6845-3p	0.00	hsa-mir-6845	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6846-5p	0.00	hsa-mir-6846	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6846-3p	0.00	hsa-mir-6846	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6847-5p	1.00	hsa-mir-6847	1.00	0	1.00	0	0	0	0	0	0.40	0	0	0	0
hsa-miR-6847-3p	0.00	hsa-mir-6847	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6848-5p	1.00	hsa-mir-6848	1.00	0	1.00	0	0	0	0	0	0.40	0	0	0	0
hsa-miR-6848-3p	0.00	hsa-mir-6848	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6849-3p	0.00	hsa-mir-6849	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6849-5p	0.00	hsa-mir-6849	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6850-5p	2.00	hsa-mir-6850	2.00	0	1.00	0	0	1.00	0	0	0.40	0	0	0.49	0
hsa-miR-6850-3p	0.00	hsa-mir-6850	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6851-3p	0.00	hsa-mir-6851	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6851-5p	0.00	hsa-mir-6851	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6852-3p	0.00	hsa-mir-6852	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6852-5p	5.00	hsa-mir-6852	5.00	0	0	0	4.00	1.00	0	0	0	0	0.90	0.49	0
hsa-miR-6853-5p	0.00	hsa-mir-6853	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6853-3p	0.00	hsa-mir-6853	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6854-5p	1.00	hsa-mir-6854	1.00	0	0	0	1.00	0	0	0	0	0	0.23	0	0
hsa-miR-6854-3p	0.00	hsa-mir-6854	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6855-3p	0.00	hsa-mir-6855	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6855-5p	0.00	hsa-mir-6855	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6856-3p	0.00	hsa-mir-6856	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6856-5p	0.00	hsa-mir-6856	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6857-3p	1.00	hsa-mir-6857	1.00	0	0	0	0	1.00	0	0	0	0	0	0.49	0
hsa-miR-6857-5p	0.00	hsa-mir-6857	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6858-5p	2.00	hsa-mir-6858	2.00	0	0	0	1.00	1.00	0	0	0	0	0.23	0.49	0
hsa-miR-6858-3p	0.00	hsa-mir-6858	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6859-3p	1.00	hsa-mir-6859-1	1.00	0	0	0	0	1.00	0	0	0	0	0	0.49	0
hsa-miR-6859-5p	7.00	hsa-mir-6859-1	7.00	1.00	1.00	0	1.00	4.00	0	0.64	0.40	0	0.23	1.98	0
hsa-miR-6859-3p	1.00	hsa-mir-6859-2	1.00	0	0	0	0	1.00	0	0	0	0	0	0.49	0
hsa-miR-6859-5p	7.00	hsa-mir-6859-2	7.00	1.00	1.00	0	1.00	4.00	0	0.64	0.40	0	0.23	1.98	0
hsa-miR-6859-3p	1.00	hsa-mir-6859-3	1.00	0	0	0	0	1.00	0	0	0	0	0	0.49	0
hsa-miR-6859-5p	7.00	hsa-mir-6859-3	7.00	1.00	1.00	0	1.00	4.00	0	0.64	0.40	0	0.23	1.98	0
hsa-miR-6859-3p	1.00	hsa-mir-6859-4	1.00	0	0	0	0	1.00	0	0	0	0	0	0.49	0
hsa-miR-6859-5p	7.00	hsa-mir-6859-4	7.00	1.00	1.00	0	1.00	4.00	0	0.64	0.40	0	0.23	1.98	0
hsa-miR-6860	0.00	hsa-mir-6860	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6861-3p	0.00	hsa-mir-6861	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6861-5p	1.00	hsa-mir-6861	1.00	0	0	0	0	1.00	0	0	0	0	0	0.49	0
hsa-miR-6862-3p	0.00	hsa-mir-6862-1	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6862-5p	1.00	hsa-mir-6862-1	1.00	1.00	0	0	0	0	0	0.64	0	0	0	0	0
hsa-miR-6862-3p	0.00	hsa-mir-6862-2	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6862-5p	1.00	hsa-mir-6862-2	1.00	1.00	0	0	0	0	0	0.64	0	0	0	0	0
hsa-miR-6863	0.00	hsa-mir-6863	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6864-5p	1.00	hsa-mir-6864	1.00	0	1.00	0	0	0	0	0	0.40	0	0	0	0
hsa-miR-6864-3p	0.00	hsa-mir-6864	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6865-3p	0.00	hsa-mir-6865	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6865-5p	1.00	hsa-mir-6865	1.00	0	0	0	1.00	0	0	0	0	0	0.23	0	0
hsa-miR-6866-3p	0.00	hsa-mir-6866	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6866-5p	7.00	hsa-mir-6866	7.00	0	2.00	0	1.00	4.00	0	0	0.79	0	0.23	1.98	0
hsa-miR-6867-3p	0.00	hsa-mir-6867	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6867-5p	0.00	hsa-mir-6867	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6868-3p	4.00	hsa-mir-6868	4.00	0	4.00	0	0	0	0	0	1.58	0	0	0	0
hsa-miR-6868-5p	0.00	hsa-mir-6868	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6869-3p	0.00	hsa-mir-6869	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6869-5p	1.00	hsa-mir-6869	1.00	0	0	0	0	1.00	0	0	0	0	0	0.49	0
hsa-miR-6870-5p	0.00	hsa-mir-6870	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6870-3p	0.00	hsa-mir-6870	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6871-5p	3.00	hsa-mir-6871	3.00	1.00	2.00	0	0	0	0	0.64	0.79	0	0	0	0
hsa-miR-6871-3p	0.00	hsa-mir-6871	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6872-3p	0.00	hsa-mir-6872	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6872-5p	1.00	hsa-mir-6872	1.00	0	0	0	1.00	0	0	0	0	0	0.23	0	0
hsa-miR-6873-5p	1.00	hsa-mir-6873	1.00	0	1.00	0	0	0	0	0	0.40	0	0	0	0
hsa-miR-6873-3p	3.00	hsa-mir-6873	3.00	0	3.00	0	0	0	0	0	1.19	0	0	0	0
hsa-miR-6874-3p	1.00	hsa-mir-6874	1.00	1.00	0	0	0	0	0	0.64	0	0	0	0	0
hsa-miR-6874-5p	0.00	hsa-mir-6874	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6875-3p	1.00	hsa-mir-6875	1.00	0	0	0	1.00	0	0	0	0	0	0.23	0	0
hsa-miR-6875-5p	3.00	hsa-mir-6875	3.00	1.00	1.00	1.00	0	0	0	0.64	0.40	1.52	0	0	0
hsa-miR-6876-5p	0.00	hsa-mir-6876	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6876-3p	0.00	hsa-mir-6876	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6877-5p	7.00	hsa-mir-6877	7.00	1.00	6.00	0	0	0	0	0.64	2.37	0	0	0	0
hsa-miR-6877-3p	0.00	hsa-mir-6877	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6878-3p	0.00	hsa-mir-6878	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6878-5p	1.00	hsa-mir-6878	1.00	0	0	0	1.00	0	0	0	0	0	0.23	0	0
hsa-miR-6879-3p	0.00	hsa-mir-6879	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6879-5p	0.00	hsa-mir-6879	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6880-5p	0.00	hsa-mir-6880	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6880-3p	0.00	hsa-mir-6880	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6881-3p	4.00	hsa-mir-6881	4.00	0	0	1.00	1.00	2.00	0	0	0	1.52	0.23	0.99	0
hsa-miR-6881-5p	0.00	hsa-mir-6881	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6882-3p	0.00	hsa-mir-6882	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6882-5p	4.00	hsa-mir-6882	4.00	1.00	0	0	2.00	1.00	0	0.64	0	0	0.45	0.49	0
hsa-miR-6883-5p	0.00	hsa-mir-6883	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6883-3p	0.00	hsa-mir-6883	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6884-3p	0.00	hsa-mir-6884	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6884-5p	2.00	hsa-mir-6884	2.00	0	0	1.00	0	0	1.00	0	0	1.52	0	0	0.50
hsa-miR-6885-3p	0.00	hsa-mir-6885	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6885-5p	0.00	hsa-mir-6885	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6886-3p	0.00	hsa-mir-6886	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6886-5p	7.00	hsa-mir-6886	7.00	2.00	4.00	0	0	1.00	0	1.29	1.58	0	0	0.49	0
hsa-miR-6887-3p	0.00	hsa-mir-6887	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6887-5p	0.00	hsa-mir-6887	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6888-3p	0.00	hsa-mir-6888	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6888-5p	0.00	hsa-mir-6888	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6889-5p	1.00	hsa-mir-6889	1.00	0	0	1.00	0	0	0	0	0	1.52	0	0	0
hsa-miR-6889-3p	0.00	hsa-mir-6889	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6890-3p	0.00	hsa-mir-6890	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6890-5p	0.00	hsa-mir-6890	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6891-5p	0.00	hsa-mir-6891	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6891-3p	0.00	hsa-mir-6891	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6892-5p	5.00	hsa-mir-6892	5.00	0	3.00	1.00	1.00	0	0	0	1.19	1.52	0.23	0	0
hsa-miR-6892-3p	0.00	hsa-mir-6892	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6893-5p	0.00	hsa-mir-6893	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6893-3p	0.00	hsa-mir-6893	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6894-3p	2.00	hsa-mir-6894	2.00	0	2.00	0	0	0	0	0	0.79	0	0	0	0
hsa-miR-6894-5p	2.00	hsa-mir-6894	2.00	0	1.00	0	1.00	0	0	0	0.40	0	0.23	0	0
hsa-miR-6895-3p	0.00	hsa-mir-6895	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6895-5p	0.00	hsa-mir-6895	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-7-1-3p	98.00	hsa-mir-7-1	98.00	26.00	4.00	3.00	45.00	4.00	16.00	16.72	1.58	4.55	10.17	1.98	7.99
hsa-miR-7-5p	14981.00	hsa-mir-7-1	14981.00	1858.00	3393.00	682.00	4935.00	2081.00	2032.00	1195.12	1342.16	1035.28	1115.31	1027.62	1014.37
hsa-miR-7-5p	14918.00	hsa-mir-7-2	14918.00	1844.00	3380.00	669.00	4937.00	2082.00	2006.00	1186.11	1337.02	1015.54	1115.76	1028.12	1001.39
hsa-miR-7-2-3p	3.00	hsa-mir-7-2	3.00	0	1.00	0	2.00	0	0	0	0.40	0	0.45	0	0
hsa-miR-7-5p	14764.00	hsa-mir-7-3	14764.00	1822.00	3333.00	671.00	4883.00	2056.00	1999.00	1171.96	1318.43	1018.58	1103.56	1015.28	997.89
hsa-miR-708-5p	68.00	hsa-mir-708	68.00	10.00	16.00	3.00	26.00	8.00	5.00	6.43	6.33	4.55	5.88	3.95	2.50
hsa-miR-708-3p	19.00	hsa-mir-708	19.00	7.00	3.00	2.00	3.00	1.00	3.00	4.50	1.19	3.04	0.68	0.49	1.50
hsa-miR-7106-5p	0.00	hsa-mir-7106	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-7106-3p	0.00	hsa-mir-7106	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-7107-5p	0.00	hsa-mir-7107	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-7107-3p	0.00	hsa-mir-7107	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-7108-5p	0.00	hsa-mir-7108	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-7108-3p	0.00	hsa-mir-7108	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-7109-5p	0.00	hsa-mir-7109	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-7109-3p	0.00	hsa-mir-7109	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-711	0.00	hsa-mir-711	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-7110-3p	0.00	hsa-mir-7110	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-7110-5p	0.00	hsa-mir-7110	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-7111-5p	0.00	hsa-mir-7111	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-7111-3p	0.00	hsa-mir-7111	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-7112-3p	1.00	hsa-mir-7112	1.00	0	1.00	0	0	0	0	0	0.40	0	0	0	0
hsa-miR-7112-5p	0.00	hsa-mir-7112	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-7113-5p	1.00	hsa-mir-7113	1.00	0	0	0	0	1.00	0	0	0	0	0	0.49	0
hsa-miR-7113-3p	1.00	hsa-mir-7113	1.00	0	0	0	1.00	0	0	0	0	0	0.23	0	0
hsa-miR-7114-5p	1.00	hsa-mir-7114	1.00	0	0	0	0	1.00	0	0	0	0	0	0.49	0
hsa-miR-7114-3p	0.00	hsa-mir-7114	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-7150	0.00	hsa-mir-7150	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-7151-5p	1.00	hsa-mir-7151	1.00	0	0	0	0	0	1.00	0	0	0	0	0	0.50
hsa-miR-7151-3p	0.00	hsa-mir-7151	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-7152-5p	0.00	hsa-mir-7152	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-7152-3p	0.00	hsa-mir-7152	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-7153-5p	0.00	hsa-mir-7153	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-7153-3p	0.00	hsa-mir-7153	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-7154-3p	0.00	hsa-mir-7154	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-7154-5p	0.00	hsa-mir-7154	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-7155-3p	2.00	hsa-mir-7155	2.00	0	0	0	1.00	1.00	0	0	0	0	0.23	0.49	0
hsa-miR-7155-5p	0.00	hsa-mir-7155	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-7156-3p	0.00	hsa-mir-7156	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-7156-5p	0.00	hsa-mir-7156	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-7157-5p	0.00	hsa-mir-7157	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-7157-3p	0.00	hsa-mir-7157	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-7158-5p	0.00	hsa-mir-7158	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-7158-3p	0.00	hsa-mir-7158	0.00	0	0	0	0	0	0	0	0	0	0	0	0
